"Time","Distance","Lap","Throttle","Brake","Fuel Remaining","Steering Wheel Angle","Tyre Pres FL","Tyre Pres FR","Tyre Pres RL","Tyre Pres RR"
"297.000","11354","2","100.000000","0.000000","44.0098368","0.00775017","179.279152","182.578624","172.655136","175.562608"
"298.000","11422","2","75.000000","100.000000","43.9817760","0.04152230","179.304416","182.596672","172.694448","175.588384"
"299.000","11477","2","75.000000","79.351856","43.9789760","0.02989704","179.403104","182.688656","172.735136","175.624320"
"300.000","11520","2","95.881640","0.000000","43.9690816","0.28456956","179.504256","182.787264","172.765264","175.654880"
"301.000","11562","2","77.854496","0.000000","43.9537824","0.13397954","179.567072","182.877232","172.776480","175.698080"
"302.000","11602","2","5.721330","0.000000","43.9370560","-0.35237812","179.607760","182.954512","172.777792","175.748560"
"303.000","11639","2","36.596788","0.000000","43.9263072","-1.15231720","179.662912","183.000384","172.791040","175.767760"
"304.000","11676","2","100.000000","0.000000","43.8976928","-1.02582536","179.748224","183.015040","172.843824","175.763040"
"305.000","11716","2","100.000000","0.000000","43.8632512","-0.00221479","179.858528","183.013824","172.949728","175.753136"
"306.000","11759","2","100.000000","0.000000","43.8314528","0.42962508","179.939760","183.010016","173.042912","175.746912"
"307.000","11804","2","100.000000","0.000000","43.7981440","0.27294258","179.983664","183.031984","173.099824","175.767696"
"308.000","11851","2","100.000000","0.000000","43.7635616","0.16110729","180.006432","183.065360","173.135904","175.807536"
"309.000","11901","2","100.000000","0.000000","43.7281792","0.08719695","180.021760","183.086976","173.161728","175.838944"
"310.000","11953","2","100.000000","0.000000","43.6945344","0.19377202","180.032912","183.104512","173.187520","175.860528"
"311.000","12006","2","100.000000","0.000000","43.6616544","0.11930826","180.039760","183.126752","173.215248","175.875536"
"312.000","12061","2","100.000000","0.000000","43.6279904","0.23668004","180.051600","183.155472","173.250016","175.894192"
"313.000","12118","2","100.000000","0.000000","43.5936160","0.19820162","180.068032","183.200608","173.287264","175.933472"
"314.000","12177","2","100.000000","0.000000","43.5586880","0.18795938","180.091600","183.254464","173.328912","175.989072"
"315.000","12236","2","100.000000","0.000000","43.5233952","0.20124708","180.121536","183.316944","173.376000","176.059568"
"316.000","12298","2","100.000000","0.000000","43.4878432","0.20318464","180.155040","183.389488","173.427760","176.143984"
"317.000","12360","2","100.000000","0.000000","43.4550272","0.18408322","180.192448","183.470416","173.484608","176.238752"
"318.000","12423","2","100.000000","0.000000","43.4232704","0.19238844","180.233360","183.559840","173.544352","176.341392"
"319.000","12487","2","100.000000","0.000000","43.3912160","0.20290736","180.275760","183.655584","173.606176","176.450816"
"320.000","12552","2","100.000000","0.000000","43.3588896","0.21259616","180.318784","183.759104","173.670496","176.567888"
"321.000","12617","2","100.000000","0.000000","43.3263040","0.18961970","180.361696","183.871072","173.736416","176.694976"
"322.000","12683","2","100.000000","0.000000","43.2934432","0.18325364","180.406752","183.979856","173.802832","176.823664"
"323.000","12750","2","100.000000","0.000000","43.2603008","0.16830456","180.445696","184.080480","173.854944","176.957536"
"324.000","12817","2","100.000000","0.000000","43.2268576","0.04152230","180.474800","184.152880","173.884288","177.079104"
"325.000","12885","2","100.000000","0.000000","43.1931008","0.12152304","180.499072","184.188416","173.905920","177.162544"
"326.000","12954","2","100.000000","0.000000","43.1590688","0.02712882","180.514576","184.208032","173.930672","177.214320"
"327.000","13023","2","100.000000","0.000000","43.1247936","0.01633210","180.529216","184.213232","173.962720","177.241344"
"328.000","13093","2","100.000000","0.000000","43.0903360","-0.01273212","180.541568","184.216544","173.995072","177.262352"
"329.000","13163","2","100.000000","0.000000","43.0557184","0.02131512","180.554512","184.218112","174.028672","177.281568"
"330.000","13233","2","100.000000","0.000000","43.0209504","0.11515540","180.568096","184.223536","174.066224","177.300560"
"331.000","13305","2","100.000000","0.000000","42.9860640","0.08609008","180.573040","184.256256","174.104624","177.336736"
"332.000","13376","2","100.000000","0.000000","42.9511008","0.14228421","180.583136","184.306016","174.146672","177.391696"
"333.000","13448","2","100.000000","0.000000","42.9160736","0.10574385","180.598384","184.370288","174.187632","177.472944"
"334.000","13520","3","100.000000","0.000000","42.8810016","0.20152270","180.617264","184.436480","174.229040","177.561920"
"335.000","13593","3","100.000000","0.000000","42.8458752","0.17605526","180.630448","184.517472","174.262688","177.670784"
"336.000","13665","3","52.305804","63.100200","42.8116992","0.17245742","180.641920","184.587696","174.283200","177.784160"
"337.000","13730","3","26.781744","87.382352","42.8014272","0.00000107","180.706688","184.699360","174.296976","177.873040"
"338.000","13783","3","26.905054","50.959132","42.7909504","0.26906758","180.791536","184.821888","174.307392","177.929072"
"339.000","13825","3","27.669546","20.040506","42.7811616","0.55142904","180.857248","184.946080","174.307808","177.977424"
"340.000","13861","3","32.872994","22.387706","42.7699104","0.39446832","180.902352","185.054560","174.296784","178.013072"
"341.000","13888","3","5.400739","49.791484","42.7623872","1.83820544","180.934128","185.132896","174.281984","178.031040"
"342.000","13912","3","100.000000","0.000000","42.7385632","1.30359888","180.955728","185.209792","174.262352","178.044784"
"343.000","13938","3","82.194832","0.000000","42.7168896","1.78920032","180.967248","185.284880","174.241072","178.060704"
"344.000","13965","3","100.000000","0.000000","42.6911456","1.86976720","180.976464","185.345920","174.221504","178.063168"
"345.000","13993","3","85.893976","0.000000","42.6645760","1.59567760","180.982576","185.395600","174.205824","178.056320"
"346.000","14020","3","11.072750","5.564161","42.6481856","-1.03661992","180.985600","185.433920","174.194848","178.045888"
"347.000","14047","3","100.000000","0.000000","42.6271808","-0.23196674","180.990032","185.467760","174.195824","178.042512"
"348.000","14078","3","100.000000","0.000000","42.5981472","-0.18241916","181.004736","185.485664","174.218880","178.034912"
"349.000","14112","3","100.000000","0.000000","42.5658752","0.26187024","181.013600","185.493584","174.245520","178.025040"
"350.000","14150","3","100.000000","0.000000","42.5310752","0.61067092","181.011856","185.507088","174.262816","178.027792"
"351.000","14190","3","100.000000","0.000000","42.4992512","-0.02519020","181.002112","185.544576","174.270896","178.067696"
"352.000","14233","3","100.000000","0.000000","42.4670464","-0.08387421","180.993904","185.569136","174.279328","178.100064"
"353.000","14279","3","100.000000","11.426189","42.4332928","-0.02103679","180.993824","185.576064","174.295616","178.114224"
"354.000","14318","3","0.000000","100.000000","42.4277280","-0.15141633","181.023424","185.599008","174.317536","178.120944"
"355.000","14347","3","36.350188","0.000000","42.4238016","-0.72135376","181.072656","185.636048","174.336736","178.123952"
"356.000","14371","3","5.030826","39.616348","42.4159232","-1.71694320","181.117632","185.659248","174.354000","178.116192"
"357.000","14393","3","14.771888","0.000000","42.4100992","-2.37314560","181.171200","185.672816","174.376608","178.101264"
"358.000","14415","3","100.000000","0.000000","42.3871200","-1.39588448","181.235984","185.677888","174.409968","178.080512"
"359.000","14441","3","100.000000","0.000000","42.3528800","-0.49880820","181.311952","185.676160","174.467856","178.059664"
"360.000","14472","3","100.000000","0.000000","42.3210592","-0.39389932","181.381584","185.671296","174.541600","178.042752"
"361.000","14506","3","100.000000","0.000000","42.2884320","-0.07390816","181.441248","185.665792","174.617152","178.028160"
"362.000","14544","3","100.000000","0.000000","42.2535744","-0.17882026","181.489760","185.659856","174.690560","178.018096"
"363.000","14585","3","100.000000","0.000000","42.2198496","0.01993101","181.519040","185.656272","174.745792","178.012720"
"364.000","14629","3","100.000000","0.000000","42.1871232","0.05231796","181.535888","185.656064","174.783760","178.011632"
"365.000","14675","3","100.000000","0.000000","42.1529152","-0.00941153","181.544688","185.658544","174.807840","178.017136"
"366.000","14724","3","100.000000","0.000000","42.1176992","0.02795950","181.550720","185.659520","174.828800","178.022592"
"367.000","14776","3","100.000000","0.000000","42.0820768","0.09522490","181.552880","185.661104","174.845104","178.030912"
"368.000","14829","3","100.000000","0.000000","42.0492512","0.52153172","181.553456","185.670976","174.857632","178.047664"
"369.000","14884","3","100.000000","0.000000","42.0156416","0.72998520","181.542688","185.739232","174.862528","178.116416"
"370.000","14940","3","100.000000","0.000000","41.9814880","0.36124964","181.529456","185.876480","174.865920","178.254288"
"371.000","14997","3","100.000000","0.000000","41.9468512","0.15667874","181.516688","186.010048","174.870096","178.396672"
"372.000","15052","3","75.000000","100.000000","41.9310880","0.07307964","181.531632","186.108112","174.881664","178.500640"
"373.000","15094","3","5.080147","79.935664","41.9281536","-0.28566780","181.612160","186.189856","174.911488","178.543136"
"374.000","15128","3","19.605428","12.403193","41.9234368","-0.32774348","181.697008","186.246768","174.943424","178.555600"
"375.000","15155","3","0.049321","92.279272","41.9190016","-1.33637760","181.760848","186.281072","174.966208","178.552256"
"376.000","15177","3","19.876700","0.000000","41.9097184","-2.51871728","181.825376","186.303824","174.988688","178.540032"
"377.000","15198","3","94.623928","0.000000","41.8971488","-1.79831312","181.899792","186.314576","175.015696","178.519472"
"378.000","15222","3","100.000000","0.000000","41.8650144","-0.66765504","181.985168","186.316048","175.058160","178.494512"
"379.000","15252","3","100.000000","0.000000","41.8327648","-0.60205464","182.072688","186.311360","175.119360","178.471392"
"380.000","15284","3","100.000000","0.000000","41.8014272","-0.43431264","182.156816","186.303936","175.195488","178.450432"
"381.000","15321","3","100.000000","0.000000","41.7674560","-0.08387422","182.225952","186.295968","175.272448","178.432032"
"382.000","15360","3","100.000000","0.000000","41.7330944","-0.06754213","182.273280","186.290064","175.336464","178.419424"
"383.000","15403","3","100.000000","0.000000","41.7011712","0.07224896","182.303280","186.285408","175.379312","178.412512"
"384.000","15448","3","100.000000","0.000000","41.6676992","0.10768141","182.318912","186.284816","175.405008","178.412112"
"385.000","15495","3","0.000000","100.000000","41.6390560","0.07833991","182.329424","186.289920","175.422080","178.416976"
"386.000","15531","3","0.000000","80.138192","41.6380160","0.39446832","182.373856","186.333136","175.436032","178.429920"
"387.000","15556","3","33.637476","0.000000","41.6336800","1.01927928","182.419360","186.385904","175.443184","178.445360"
"388.000","15581","3","34.771884","0.000000","41.6168960","1.69866832","182.453296","186.435888","175.442448","178.462816"
"389.000","15607","3","100.000000","0.000000","41.5933152","1.17265008","182.476576","186.493584","175.435312","178.490448"
"390.000","15635","3","100.000000","0.000000","41.5657568","-0.05010316","182.491040","186.562384","175.428640","178.546816"
"391.000","15667","3","100.000000","0.000000","41.5358880","0.86950968","182.501504","186.626608","175.425824","178.617856"
"392.000","15701","3","100.000000","0.000000","41.5029920","0.22726694","182.506848","186.692416","175.426752","178.700384"
"393.000","15739","3","100.000000","0.000000","41.4680416","0.22366908","182.510720","186.750848","175.432544","178.780912"
"394.000","15780","3","100.000000","0.000000","41.4350080","0.31557388","182.513328","186.802112","175.445600","178.847168"
"395.000","15824","3","100.000000","0.000000","41.4025888","0.15916975","182.516128","186.841568","175.462272","178.891184"
"396.000","15870","3","100.000000","0.000000","41.3687008","0.20179998","182.521008","186.867888","175.483232","178.916880"
"397.000","15919","3","100.000000","0.000000","41.3337120","0.23778636","182.531360","186.889360","175.510416","178.935968"
"398.000","15969","3","100.000000","0.000000","41.2981504","0.19515668","182.545344","186.915248","175.538816","178.962416"
"399.000","16022","3","100.000000","0.000000","41.2656864","0.20179998","182.563168","186.945248","175.567536","178.995968"
"400.000","16076","3","100.000000","0.000000","41.2324832","0.18657474","182.584448","186.980128","175.598512","179.035472"
"401.000","16132","3","100.000000","0.000000","41.1984704","0.19903122","182.608000","187.019760","175.632448","179.081248"
"402.000","16190","3","100.000000","0.000000","41.1638176","0.19377202","182.633232","187.066608","175.669632","179.136080"
"403.000","16249","3","100.000000","0.000000","41.1287264","0.19321912","182.660096","187.119856","175.710752","179.199104"
"404.000","16309","3","100.000000","0.000000","41.0933472","0.19598736","182.689136","187.180128","175.755952","179.270512"
"405.000","16371","3","100.000000","0.000000","41.0581984","0.18491390","182.719216","187.250352","175.804192","179.353936"
"406.000","16433","3","100.000000","0.000000","41.0267776","0.18408322","182.752144","187.326144","175.855136","179.442880"
"407.000","16496","3","100.000000","0.000000","40.9950816","0.19543340","182.785600","187.405136","175.904224","179.536224"
"408.000","16560","3","100.000000","0.000000","40.9630976","0.15944700","182.816912","187.478672","175.944880","179.633792"
"409.000","16624","3","100.000000","0.000000","40.9308192","0.04816669","182.841408","187.522768","175.966800","179.716208"
"410.000","16689","3","100.000000","0.000000","40.8982528","0.06034645","182.858000","187.535728","175.976848","179.768720"
"411.000","16755","3","100.000000","0.000000","40.8654368","0.00415233","182.866080","187.544416","175.987264","179.805104"
"412.000","16821","3","100.000000","0.000000","40.8323904","0.00221479","182.870976","187.541856","176.002976","179.820752"
"413.000","16888","3","100.000000","0.000000","40.7991232","0.00387615","182.876000","187.532672","176.023312","179.825632"
"414.000","16955","3","100.000000","0.000000","40.7656448","0.00581370","182.881440","187.521728","176.045344","179.827376"
"415.000","17023","3","100.000000","0.000000","40.7319648","0.00387615","182.885936","187.510448","176.067408","179.828512"
"416.000","17091","3","100.000000","15.739306","40.6980960","0.04982698","182.889504","187.500256","176.088288","179.831200"
"417.000","17151","3","1.504315","70.153688","40.6927200","0.06588291","182.934784","187.535072","176.105760","179.838464"
"418.000","17199","3","16.399509","66.424384","40.6901088","0.22837486","183.010912","187.602416","176.114464","179.848544"
"419.000","17242","3","3.822440","0.000000","40.6762784","0.61454612","183.065072","187.667792","176.110416","179.866544"
"420.000","17282","3","0.000000","58.405832","40.6643552","-0.35874532","183.091504","187.724448","176.094752","179.895040"
"421.000","17317","3","81.997528","0.000000","40.6523360","-1.02361080","183.134688","187.753424","176.093104","179.895728"
"422.000","17353","3","100.000000","0.000000","40.6204576","-0.97655720","183.196416","187.749632","176.128064","179.873328"
"423.000","17392","3","100.000000","0.000000","40.5868672","0.12179977","183.273888","187.729168","176.206128","179.843472"
"424.000","17434","3","100.000000","0.000000","40.5555616","0.26353108","183.321968","187.708000","176.270912","179.818016"
"425.000","17478","3","100.000000","0.000000","40.5227520","0.09993069","183.340096","187.702448","176.303968","179.812976"
"426.000","17525","3","100.000000","0.000000","40.4885088","0.14837356","183.343104","187.699200","176.320512","179.813856"
"427.000","17574","3","100.000000","0.000000","40.4532928","0.12955047","183.339536","187.694448","176.328864","179.815296"
"428.000","17625","3","100.000000","0.000000","40.4190912","0.15529466","183.332384","187.693248","176.336320","179.817296"
"429.000","17678","3","100.000000","0.000000","40.3865344","0.15529466","183.322928","187.696640","176.347264","179.813568"
"430.000","17732","3","100.000000","0.000000","40.3532224","0.24083184","183.317856","187.705664","176.364768","179.812736"
"431.000","17788","3","100.000000","0.000000","40.3191840","0.19792490","183.318608","187.728976","176.386000","179.828944"
"432.000","17846","3","100.000000","0.000000","40.2845184","0.18602078","183.326320","187.761232","176.411728","179.861664"
"433.000","17905","3","100.000000","0.000000","40.2494208","0.18657474","183.341264","187.800624","176.442944","179.908160"
"434.000","17965","3","100.000000","0.000000","40.2140288","0.19238844","183.359824","187.848848","176.478576","179.967248"
"435.000","18027","3","100.000000","0.000000","40.1784128","0.19155722","183.381104","187.906272","176.518240","180.037856"
"436.000","18089","3","100.000000","0.000000","40.1445856","0.18546788","183.405616","187.971728","176.562416","180.118480"
"437.000","18153","3","100.000000","0.000000","40.1127552","0.18906624","183.432880","188.044608","176.609008","180.205200"
"438.000","18217","3","100.000000","0.000000","40.0806816","0.18297690","183.461408","188.124064","176.656784","180.298416"
"439.000","18281","3","100.000000","0.000000","40.0483808","0.19654026","183.491040","188.208384","176.706608","180.397088"
"440.000","18347","3","100.000000","0.000000","40.0158592","0.18795938","183.520416","188.295952","176.755424","180.501808"
"441.000","18412","3","100.000000","0.000000","39.9830880","0.13591708","183.546976","188.375984","176.794752","180.610256"
"442.000","18479","3","100.000000","0.000000","39.9500512","0.10325288","183.565008","188.425984","176.813072","180.703264"
"443.000","18545","3","100.000000","0.000000","39.9167520","0.03875409","183.573232","188.446800","176.815408","180.771344"
"444.000","18613","3","100.000000","0.000000","39.8831968","0.00193861","183.575200","188.450544","176.821008","180.809328"
"445.000","18681","3","100.000000","0.000000","39.8494304","-0.00082961","183.576208","188.438096","176.835184","180.817920"
"446.000","18749","3","100.000000","0.000000","39.8154528","0.00110793","183.575920","188.421152","176.851408","180.817232"
"447.000","18818","3","100.000000","0.000000","39.7812800","0.00802742","183.575440","188.402640","176.868672","180.813392"
"448.000","18887","3","100.000000","0.000000","39.7469440","0.07750816","183.574288","188.387392","176.886320","180.810672"
"449.000","18957","3","100.000000","0.000000","39.7124896","0.18352926","183.567264","188.388528","176.905376","180.816512"
"450.000","19027","3","100.000000","0.000000","39.6779552","0.15307933","183.558160","188.411936","176.926752","180.841264"
"451.000","19097","3","100.000000","0.000000","39.6433344","0.12733622","183.554384","188.452288","176.948112","180.892160"
"452.000","19168","4","100.000000","0.000000","39.6086400","0.14422175","183.555936","188.494480","176.969904","180.953232"
"453.000","19239","4","100.000000","0.000000","39.5738688","0.12761240","183.558160","188.536944","176.990720","181.018784"
"454.000","19310","4","100.000000","0.000000","39.5390240","0.14228421","183.558320","188.571616","177.002112","181.086320"
"455.000","19379","4","27.299628","70.928144","39.5126272","0.16276917","183.568640","188.610976","176.998656","181.151680"
"456.000","19435","4","27.348952","88.359336","39.5016160","0.17827112","183.632688","188.711296","176.995376","181.197104"
"457.000","19479","4","27.595558","67.603944","39.4906944","0.19875454","183.700096","188.814064","176.990784","181.218832"
"458.000","19515","4","18.421702","73.871080","39.4804384","0.54284680","183.745216","188.890768","176.976704","181.227072"
"459.000","19545","4","18.545006","48.028112","39.4719840","1.38997584","183.772624","188.941280","176.954016","181.223328"
"460.000","19573","4","17.854504","29.036102","39.4587072","1.80747360","183.781456","188.988896","176.923440","181.224256"
"461.000","19600","4","100.000000","0.000000","39.4330912","1.41267744","183.779040","189.047696","176.889600","181.238480"
"462.000","19631","4","100.000000","0.000000","39.4031360","0.61039372","183.764912","189.118048","176.857072","181.274656"
"463.000","19665","4","100.000000","0.000000","39.3709600","0.27321928","183.745568","189.180688","176.827408","181.319440"
"464.000","19702","4","100.000000","0.000000","39.3363456","-0.13453083","183.724848","189.221600","176.801696","181.355888"
"465.000","19743","4","100.000000","0.000000","39.3029376","-0.28760642","183.709792","189.237984","176.789728","181.371536"
"466.000","19786","4","100.000000","0.000000","39.2706464","0.39917468","183.706720","189.235952","176.798416","181.369232"
"467.000","19831","4","100.000000","0.000000","39.2368320","0.47889972","183.692192","189.256880","176.796352","181.387728"
"468.000","19879","4","100.000000","0.000000","39.2020160","-0.16193473","183.670608","189.303632","176.787056","181.445952"
"469.000","19929","4","100.000000","0.000000","39.1665504","-0.12179764","183.660832","189.319408","176.791856","181.475456"
"470.000","19979","4","4.340319","100.000000","39.1438592","-0.21480504","183.669472","189.320640","176.810128","181.480128"
"471.000","20016","4","4.389641","100.000000","39.1407040","-0.66239584","183.729232","189.351584","176.833248","181.477664"
"472.000","20040","4","9.864363","58.405832","39.1375072","-2.24168736","183.802768","189.377536","176.859040","181.467136"
"473.000","20061","4","46.214552","0.000000","39.1266336","-2.93604704","183.882000","189.393232","176.885856","181.447392"
"474.000","20082","4","71.294712","0.000000","39.1115840","-2.82784224","183.970320","189.399600","176.916176","181.419456"
"475.000","20105","4","100.000000","0.000000","39.0842368","-0.88687680","184.071792","189.397824","176.956016","181.386144"
"476.000","20133","4","100.000000","0.000000","39.0490336","-0.70004096","184.175200","189.389296","177.014640","181.352896"
"477.000","20165","4","100.000000","0.000000","39.0180256","-0.34905656","184.261920","189.377536","177.075856","181.322320"
"478.000","20200","4","100.000000","0.000000","38.9844960","-0.18324880","184.329872","189.363392","177.134032","181.294160"
"479.000","20240","4","100.000000","0.000000","38.9490880","-0.00968879","184.375696","189.347952","177.181536","181.270208"
"480.000","20282","4","100.000000","0.000000","38.9167808","0.05813166","184.402416","189.334672","177.214240","181.251328"
"481.000","20327","4","100.000000","0.000000","38.8835136","0.02906529","184.415600","189.323824","177.232224","181.239168"
"482.000","20374","4","100.000000","0.000000","38.8488832","0.03266526","184.422128","189.312096","177.245376","181.228320"
"483.000","20424","4","100.000000","0.000000","38.8134720","0.06200674","184.423008","189.299696","177.254576","181.219520"
"484.000","20476","4","100.000000","0.000000","38.7796736","0.38477896","184.420672","189.281104","177.262224","181.203392"
"485.000","20529","4","100.000000","0.000000","38.7467296","0.37481348","184.410544","189.290544","177.262752","181.211696"
"486.000","20584","4","100.000000","0.000000","38.7131040","0.81303512","184.398352","189.345024","177.257568","181.273568"
"487.000","20640","4","100.000000","0.000000","38.6789120","0.67627928","184.379280","189.456944","177.251104","181.393200"
"488.000","20697","4","14.327988","68.187760","38.6469696","-0.25715700","184.358000","189.585840","177.247872","181.528256"
"489.000","20744","4","6.288532","54.295248","38.6444480","-0.21259136","184.404688","189.675632","177.265856","181.596944"
"490.000","20784","4","14.204685","24.544268","38.6390080","-0.20124116","184.474848","189.733600","177.292960","181.619360"
"491.000","20818","4","0.000000","100.000000","38.6319360","-0.62724268","184.526192","189.763920","177.310816","181.615776"
"492.000","20842","4","37.040696","0.000000","38.6293056","-2.13818000","184.581312","189.783568","177.329872","181.602384"
"493.000","20865","4","72.675720","0.000000","38.6183712","-2.51456672","184.646192","189.791104","177.353600","181.578112"
"494.000","20889","4","97.829840","0.000000","38.5885696","-1.11329008","184.726672","189.786704","177.391296","181.545888"
"495.000","20917","4","100.000000","0.000000","38.5545504","-0.82238328","184.822096","189.772832","177.459696","181.513328"
"496.000","20948","4","100.000000","0.000000","38.5240640","-0.45368924","184.925232","189.753424","177.553632","181.484512"
"497.000","20983","4","100.000000","0.000000","38.4910368","-0.18020440","185.019472","189.732848","177.659520","181.457760"
"498.000","21021","4","100.000000","0.000000","38.4559392","-0.02629707","185.089440","189.714208","177.754608","181.434512"
"499.000","21063","4","100.000000","0.000000","38.4227680","-0.00248990","185.132144","189.697888","177.821312","181.417792"
"500.000","21107","4","100.000000","0.000000","38.3899040","0.13619377","185.155136","189.684688","177.861456","181.406096"
"501.000","21154","4","100.000000","6.147979","38.3555648","0.10602109","185.164448","189.670576","177.884624","181.393952"
"502.000","21196","4","1.257706","58.203256","38.3496512","0.03986202","185.188944","189.678352","177.898048","181.386656"
"503.000","21227","4","19.999998","6.731799","38.3458208","0.68209288","185.227360","189.704704","177.903600","181.384032"
"504.000","21252","4","23.329226","0.000000","38.3405472","1.83266768","185.256256","189.737344","177.900128","181.388144"
"505.000","21277","4","100.000000","0.000000","38.3153472","0.31059092","185.272240","189.776176","177.887936","181.402384"
"506.000","21306","4","100.000000","0.000000","38.2835456","0.88639616","185.279632","189.817440","177.875728","181.440208"
"507.000","21338","4","100.000000","0.000000","38.2524256","0.35377564","185.280160","189.865424","177.866112","181.495136"
"508.000","21373","4","100.000000","0.000000","38.2189376","0.44900264","185.275568","189.920848","177.860672","181.570128"
"509.000","21412","4","100.000000","0.000000","38.1841088","0.35737344","185.270384","189.972800","177.860080","181.645696"
"510.000","21454","4","100.000000","0.000000","38.1530464","0.26297712","185.265104","190.019008","177.865328","181.707920"
"511.000","21498","4","100.000000","0.000000","38.1204832","0.19654026","185.260976","190.048064","177.874688","181.743728"
"512.000","21544","4","100.000000","0.000000","38.0864704","0.19930846","185.258736","190.063072","177.888800","181.759408"
"513.000","21593","4","100.000000","0.000000","38.0514016","0.22034686","185.260352","190.072192","177.907280","181.767200"
"514.000","21644","4","100.000000","0.000000","38.0157824","0.20761314","185.266304","190.084080","177.928672","181.780256"
"515.000","21697","4","100.000000","0.000000","37.9832512","0.18491392","185.276592","190.100064","177.950384","181.800480"
"516.000","21751","4","100.000000","0.000000","37.9499040","0.18519116","185.290752","190.120128","177.974800","181.826544"
"517.000","21807","4","100.000000","0.000000","37.9157824","0.20484492","185.306352","190.146480","178.001296","181.860080"
"518.000","21865","4","100.000000","0.000000","37.8810528","0.19460270","185.322272","190.181504","178.029808","181.904480"
"519.000","21924","4","100.000000","0.000000","37.8459040","0.18131500","185.340016","190.222448","178.061808","181.956512"
"520.000","21985","4","100.000000","0.000000","37.8104704","0.19377202","185.360192","190.269312","178.098256","182.015968"
"521.000","22047","4","100.000000","0.000000","37.7752768","0.19432544","185.381792","190.325072","178.138144","182.085760"
"522.000","22109","4","100.000000","0.000000","37.7437472","0.22283838","185.405312","190.388800","178.180336","182.163696"
"523.000","22173","4","100.000000","0.000000","37.7119360","0.19764764","185.428848","190.457072","178.220480","182.246736"
"524.000","22237","4","100.000000","0.000000","37.6798432","0.17051990","185.451664","190.519072","178.253728","182.332624"
"525.000","22301","4","100.000000","0.000000","37.6474560","0.00138411","185.467488","190.554416","178.268576","182.406320"
"526.000","22367","4","100.000000","0.000000","37.6147776","0.05868509","185.476288","190.554256","178.270688","182.446736"
"527.000","22433","4","100.000000","0.000000","37.5818496","0.06366811","185.476160","190.549136","178.272800","182.470112"
"528.000","22499","4","100.000000","0.000000","37.5486944","0.00110793","185.469008","190.537200","178.275136","182.477920"
"529.000","22566","4","100.000000","0.000000","37.5153280","-0.00415233","185.465008","190.515728","178.285696","182.471792"
"530.000","22633","4","100.000000","0.000000","37.4817472","0.03128009","185.463168","190.490576","178.301376","182.459648"
"531.000","22701","4","100.000000","0.000000","37.4479552","0.00553645","185.457728","190.466976","178.313440","182.449536"
"532.000","22769","4","100.000000","3.216967","37.4139776","0.01162633","185.452672","190.442704","178.326624","182.437904"
"533.000","22830","4","0.000000","70.546872","37.4061664","-0.00027618","185.490688","190.464624","178.339472","182.434976"
"534.000","22876","4","11.763255","57.810068","37.4042368","0.39253028","185.568096","190.532512","178.349344","182.441312"
"535.000","22918","4","100.000000","0.000000","37.3790880","0.47253320","185.616048","190.609392","178.341888","182.464288"
"536.000","22960","4","0.000000","74.848080","37.3601984","-0.40773940","185.635424","190.667184","178.326288","182.499488"
"537.000","22997","4","31.072754","0.000000","37.3459008","-1.04575440","185.680000","190.694176","178.331392","182.500816"
"538.000","23035","4","100.000000","0.000000","37.3146208","-0.65298520","185.740656","190.687552","178.367856","182.476448"
"539.000","23075","4","100.000000","0.000000","37.2814016","-0.08138324","185.816720","190.662768","178.448224","182.442480"
"540.000","23118","4","100.000000","0.000000","37.2492064","0.34713136","185.863504","190.635072","178.513792","182.409664"
"541.000","23164","4","100.000000","0.000000","37.2155456","0.15335655","185.876416","190.629520","178.543920","182.402192"
"542.000","23212","4","100.000000","0.000000","37.1806976","0.21425646","185.872096","190.628032","178.555728","182.405008"
"543.000","23262","4","100.000000","0.000000","37.1461120","0.08553666","185.860880","190.622016","178.557184","182.407168"
"544.000","23314","4","100.000000","0.000000","37.1139424","0.13868530","185.846880","190.613792","178.558448","182.400160"
"545.000","23368","4","100.000000","0.000000","37.0809824","0.16775165","185.830624","190.607600","178.563792","182.385792"
"546.000","23423","4","100.000000","0.000000","37.0472608","0.20982740","185.819536","190.608912","178.575520","182.377440"
"547.000","23480","4","100.000000","0.000000","37.0128544","0.19847886","185.814352","190.624032","178.591264","182.387360"
"548.000","23538","4","100.000000","0.000000","36.9779328","0.19266516","185.815728","190.648704","178.610944","182.414528"
"549.000","23598","4","100.000000","0.000000","36.9426656","0.19792490","185.822576","190.682544","178.634832","182.456944"
"550.000","23659","4","100.000000","0.000000","36.9071360","0.19017364","185.833008","190.724160","178.663072","182.510816"
"551.000","23721","4","100.000000","0.000000","36.8736608","0.18795938","185.846688","190.773632","178.695904","182.574064"
"552.000","23784","4","100.000000","0.000000","36.8420096","0.19598734","185.863664","190.830864","178.731360","182.644576"
"553.000","23848","4","100.000000","0.000000","36.8100928","0.19515668","185.881728","190.894816","178.767968","182.721600"
"554.000","23912","4","100.000000","0.000000","36.7779136","0.20179998","185.900720","190.962784","178.806704","182.803664"
"555.000","23977","4","100.000000","0.000000","36.7455040","0.19460270","185.920288","191.036640","178.847328","182.891840"
"556.000","24042","4","100.000000","0.000000","36.7128576","0.19321912","185.939632","191.109856","178.885856","182.983888"
"557.000","24108","4","100.000000","0.000000","36.6799584","0.17522566","185.953200","191.174544","178.910096","183.079008"
